key	lemma	part_of_speech	parsing	definition	strongs	alternates
ואזניהם	אֹזֶן	noun	conjunction prefix, feminine dual construct, pronominal suffix 3rd person masculine plural	broadness. i.e. (concrete) the ear (from its form in man)	H241	
ואזניו	אֹזֶן	noun	conjunction prefix, feminine dual construct, pronominal suffix 3rd person masculine singular	broadness. i.e. (concrete) the ear (from its form in man)	H241	
ואזניך	אֹזֶן	noun	conjunction prefix, feminine dual construct, pronominal suffix 2nd person masculine singular	broadness. i.e. (concrete) the ear (from its form in man)	H241	אֹזֶן|noun|conjunction prefix, feminine dual construct, pronominal suffix 2nd person feminine singular
ואזנים	אֹזֶן	noun	conjunction prefix, feminine dual absolute	broadness. i.e. (concrete) the ear (from its form in man)	H241	
ואזנך	אֹזֶן	noun	conjunction prefix, feminine dual construct, pronominal suffix 2nd person masculine singular	broadness. i.e. (concrete) the ear (from its form in man)	H241	
ואזעק	זָעַק	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to shriek (from anguish or danger); by analogy, (as a herald) to announce or convene publicly	H2199	
ואזרם	זָרָה	verb	conjunction prefix, qal sequential imperfect 1st person common singular, pronominal suffix 3rd person masculine plural	to toss about; by implication, to diffuse, winnow	H2219	
ואזרעי	אֶזְרוֹעַ	noun	conjunction prefix, feminine singular construct, pronominal suffix 1st person common singular	the arm	H248	
ואזרעם	זָרַע	verb	conjunction prefix, qal imperfect 1st person common singular, pronominal suffix 3rd person masculine plural	to sow; figuratively, to disseminate, plant, fructify	H2232	
ואח	אָח	noun	conjunction prefix, masculine singular absolute	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
ואחאב	אַחְאָב	proper noun	conjunction prefix	Achab, the name of a king of Israel and of a prophet at Babylon	H256	
ואחבא	חָבָא	verb	conjunction prefix, niphal sequential imperfect 1st person common singular	to secrete	H2244	חָבָא|verb|conjunction prefix, hiphil sequential imperfect 1st person common singular
ואחבשך	חָבַשׁ	verb	conjunction prefix, qal sequential imperfect 1st person common singular, pronominal suffix 2nd person feminine singular	to wrap firmly (especially a turban, compress, or saddle); figuratively, to stop, to rule	H2280	
ואחד	אֶחָד	adjective	conjunction prefix, cardinal number masculine singular absolute	properly, united, i.e. one; or (as an ordinal) first	H259	אֶחָד|adjective|conjunction prefix, cardinal number masculine singular construct
ואחדלה	חָדַל	verb	conjunction prefix, qal cohortative 1st person common singular	properly, to be flabby, i.e. (by implication) desist; (figuratively) be lacking or idle	H2308	
ואחוח	אֲחוֹחַ	proper noun	conjunction prefix	Achoach, an Israelite	H265	
ואחוית	אַחֲוָה	verb	conjunction prefix, hiphil infinitive construct	solution (of riddles)	H263	
ואחוך	חָוָה	verb	conjunction prefix, piel imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	properly, to live; by implication (intensively) to declare or show	H2331	
ואחור	אָחוֹר	noun	conjunction prefix, masculine singular absolute	the hinder part; hence (adverb) behind, backward; also (as facing north) the West	H268	
ואחות	אָחוֹת	noun	conjunction prefix, feminine singular construct	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחותי	אַחְוָה	noun	conjunction prefix, feminine singular construct, pronominal suffix 1st person common singular	an utterance	H262	
ואחותיך	אָחוֹת	noun	conjunction prefix, feminine plural construct, pronominal suffix 2nd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחותך	אָחוֹת	noun	conjunction prefix, feminine singular construct, pronominal suffix 2nd person feminine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחז	אָחָז	proper noun	conjunction prefix	Achaz, the name of a Jewish king and of an Israelite	H271	אָחַז|verb|conjunction prefix, qal sequential perfect 3rd person masculine singular;אָחַז|verb|conjunction prefix, qal imperative 2nd person masculine singular;אָחַז|verb|conjunction prefix, qal passive participle masculine singular absolute
ואחזה	אֲחֻזָּה	noun	conjunction prefix, feminine singular absolute	something seized, i.e. a possession (especially of land)	H272	אָחַז|verb|conjunction prefix, qal sequential imperfect 1st person common singular, paragogic he;חָזָה|verb|conjunction prefix, qal sequential imperfect 1st person common singular
ואחזו	אָחַז	verb	conjunction prefix, qal imperative 2nd person masculine plural	to seize (often with the accessory idea of holding in possession)	H270	
ואחזי	אָחַז	verb	conjunction prefix, qal imperative 2nd person feminine singular	to seize (often with the accessory idea of holding in possession)	H270	
ואחזיה	אֲחַזְיָה	proper noun	conjunction prefix	Achazjah, the name of a Jewish and an Israelite king	H274	
ואחזיהו	אֲחַזְיָה	proper noun	conjunction prefix	Achazjah, the name of a Jewish and an Israelite king	H274	
ואחזק	חָזַק	verb	conjunction prefix, hiphil imperfect 1st person common singular	to fasten upon	H2388	
ואחזת	אֲחֻזָּה	noun	conjunction prefix, feminine singular construct	something seized, i.e. a possession (especially of land)	H272	אֲחֻזַּת|proper noun|conjunction prefix
ואחזתך	אֲחֻזָּה	noun	conjunction prefix, feminine singular construct, pronominal suffix 2nd person masculine singular	something seized, i.e. a possession (especially of land)	H272	
ואחזתם	אֲחֻזָּה	noun	conjunction prefix, feminine singular construct, pronominal suffix 3rd person masculine plural	something seized, i.e. a possession (especially of land)	H272	
ואחי	אָח	noun	conjunction prefix, masculine plural construct, pronominal suffix 1st person common singular	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|conjunction prefix, masculine singular construct
ואחיה	אֲחִיָּה	proper noun	conjunction prefix	Achijah, the name of nine Israelites	H281	חָיָה|verb|conjunction prefix, qal imperfect 1st person common singular;חָיָה|verb|conjunction prefix, piel imperfect 1st person common singular
ואחיהו	אֲחִיָּה	proper noun	conjunction prefix	Achijah, the name of nine Israelites	H281	
ואחיהם	אָח	noun	conjunction prefix, masculine plural construct, pronominal suffix 3rd person masculine plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אָח|noun|conjunction prefix, masculine singular construct, pronominal suffix 3rd person masculine plural
ואחיו	אָח	noun	conjunction prefix, masculine plural construct, pronominal suffix 3rd person masculine singular	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	אַחְיוֹ|proper noun|conjunction prefix;אָח|noun|conjunction prefix, masculine singular construct, pronominal suffix 3rd person masculine singular
ואחיותיהם	אָחוֹת	noun	conjunction prefix, feminine plural construct, pronominal suffix 3rd person masculine plural	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחיטוב	אֲחִיטוּב	proper noun	conjunction prefix	Achitub, the name of several priests	H285	
ואחיך	אָח	noun	conjunction prefix, masculine plural construct, pronominal suffix 2nd person masculine singular	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
ואחיכם	אָח	noun	conjunction prefix, masculine plural construct, pronominal suffix 2nd person masculine plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
ואחים	אָח	noun	conjunction prefix, masculine plural absolute	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
ואחימות	אֲחִימוֹת	proper noun	conjunction prefix	Achimoth, an Israelite	H287	
ואחימלך	אֲחִימֶלֶךְ	proper noun	conjunction prefix	Achimelek, the name of an Israelite and of a Hittite	H288	
ואחימן	אֲחִימַן	proper noun	conjunction prefix	Achiman, the name of an Anakite and of an Israelite	H289	
ואחימעץ	אֲחִימַעַץ	proper noun	conjunction prefix	Achimaats, the name of three Israelites	H290	
ואחינו	אָח	noun	conjunction prefix, masculine singular construct, pronominal suffix 1st person common plural	a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like fat	H251	
ואחיקם	אֲחִיקָם	proper noun	conjunction prefix	Achikam, an Israelite	H296	
ואחישחר	אֲחִישַׁחַר	proper noun	conjunction prefix	Achishachar, an Israelite	H300	
ואחישר	אֲחִישָׁר	proper noun	conjunction prefix	Achishar, an Israelite	H301	
ואחיתיהם	אָחוֹת	noun	conjunction prefix, feminine plural construct, pronominal suffix 3rd person masculine plural	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחיתפל	אֲחִיתֹפֶל	proper noun	conjunction prefix	Achithophel, an Israelite	H302	
ואחל	חָלַל	verb	conjunction prefix, niphal sequential imperfect 1st person common singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
ואחלל	חָלַל	verb	conjunction prefix, piel imperfect 1st person common singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
ואחללך	חָלַל	verb	conjunction prefix, piel sequential imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	properly, to bore, i.e. (by implication) to wound, to dissolve	H2490	
ואחלמה	אַחְלָמָה	noun	conjunction prefix, feminine singular absolute	a gem, probably the amethyst	H306	
ואחלצה	חָלַץ	verb	conjunction prefix, piel sequential imperfect 1st person common singular, paragogic he	to pull off; hence (intensively) to strip, (reflex.) to depart	H2502	
ואחלצך	חָלַץ	verb	conjunction prefix, piel sequential imperfect 1st person common singular, pronominal suffix 2nd person masculine singular	to pull off; hence (intensively) to strip, (reflex.) to depart	H2502	
ואחמדם	חָמַד	verb	conjunction prefix, qal sequential imperfect 1st person common singular, pronominal suffix 3rd person masculine plural	to delight in	H2530	
ואחמל	חָמַל	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to commiserate; by implication, to spare	H2550	
ואחפר	חָפַר	verb	conjunction prefix, qal sequential imperfect 1st person common singular	properly, to pry into; by implication, to delve, to explore	H2658	
ואחר	אַחַר	adverb	conjunction prefix, adverb	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אַחַר|preposition|conjunction prefix, preposition;אַחֵר|adjective|conjunction prefix, adjective masculine singular absolute;אָחַר|verb|conjunction prefix, qal sequential imperfect 1st person common singular
ואחרב	חָרַב	verb	conjunction prefix, hiphil imperfect 1st person common singular	to parch (through drought) i.e. (by analogy,) to desolate, destroy, kill	H2717	
ואחרו	אַחַר	preposition	conjunction prefix, preposition, pronominal suffix 3rd person masculine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
ואחרון	אַחֲרוֹן	adjective	conjunction prefix, adjective masculine singular absolute	hinder; generally, late or last; specifically (as facing the east) western	H314	
ואחרח	אַחְרַח	proper noun	conjunction prefix	Achrach, an Israelite	H315	
ואחרי	אַחַר	preposition	conjunction prefix, preposition	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אַחַר|adverb|conjunction prefix, adverb;אַחַר|preposition|conjunction prefix, preposition, pronominal suffix 1st person common singular;אׇחֳרִי|adjective|conjunction prefix, adjective feminine singular absolute
ואחריה	אַחַר	preposition	conjunction prefix, preposition, pronominal suffix 3rd person feminine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
ואחריהם	אַחַר	preposition	conjunction prefix, preposition, pronominal suffix 3rd person masculine plural	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
ואחריו	אַחַר	preposition	conjunction prefix, preposition, pronominal suffix 3rd person masculine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	
ואחריך	אַחַר	preposition	conjunction prefix, preposition, pronominal suffix 2nd person masculine singular	properly, the hind part; generally used as an adverb or conjunction, after (in various senses)	H310	אַחַר|preposition|conjunction prefix, preposition, pronominal suffix 2nd person feminine singular
ואחרית	אַחֲרִית	noun	conjunction prefix, feminine singular construct	the last or end, hence, the future; also posterity	H319	
ואחריתה	אַחֲרִית	noun	conjunction prefix, feminine singular construct, pronominal suffix 3rd person feminine singular	the last or end, hence, the future; also posterity	H319	
ואחריתו	אַחֲרִית	noun	conjunction prefix, feminine singular construct, pronominal suffix 3rd person masculine singular	the last or end, hence, the future; also posterity	H319	
ואחריתך	אַחֲרִית	noun	conjunction prefix, feminine singular construct, pronominal suffix 2nd person feminine singular	the last or end, hence, the future; also posterity	H319	אַחֲרִית|noun|conjunction prefix, feminine singular construct, pronominal suffix 2nd person masculine singular
ואחריתכן	אַחֲרִית	noun	conjunction prefix, feminine singular construct, pronominal suffix 2nd person feminine plural	the last or end, hence, the future; also posterity	H319	
ואחריתם	אַחֲרִית	noun	conjunction prefix, feminine singular construct, pronominal suffix 3rd person masculine plural	the last or end, hence, the future; also posterity	H319	
ואחרן	אׇחֳרָן	adjective	conjunction prefix, adjective masculine singular absolute	other	H321	
ואחשבה	חָשַׁב	verb	conjunction prefix, piel sequential imperfect 1st person common singular, paragogic he	properly, to plait or interpenetrate, i.e. (literally) to weave or (generally) to fabricate	H2803	
ואחשדרפניא	אֲחַשְׁדַּרְפַּן	noun	conjunction prefix, masculine plural determined, definite article	{a satrap or governorof amain province (of Persia)}	H324	אֲחַשְׁדַּרְפַּן|noun|conjunction prefix, masculine singular determined, definite article
ואחשך	חָשַׂךְ	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to restrain or (reflex.) refrain; by implication, to refuse, spare, preserve; to observe	H2820	
ואחת	אֶחָד	adjective	conjunction prefix, cardinal number feminine singular absolute	properly, united, i.e. one; or (as an ordinal) first	H259	
ואחתו	אָחוֹת	noun	conjunction prefix, feminine singular construct, pronominal suffix 3rd person masculine singular	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחתי	אָחוֹת	noun	conjunction prefix, feminine singular construct, pronominal suffix 1st person common singular	a sister (used very widely (like brother), literally and figuratively)	H269	
ואחתם	חָתַם	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to close up; especially to seal	H2856	
ואחתר	חָתַר	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to force a passage, as by burglary; figuratively, with oars	H2864	
ואט	נָטָה	verb	conjunction prefix, hiphil imperfect 1st person common singular	to stretch or spread out	H5186	נָטָה|verb|conjunction prefix, hiphil sequential imperfect 1st person common singular
ואטהר	טָהֵר	verb	conjunction prefix, qal imperfect 1st person common singular	to be pure (physical sound, clear, unadulterated; Levitically, uncontaminated; morally, innocent or holy)	H2891	
ואטמא	טָמֵא	verb	conjunction prefix, piel sequential imperfect 1st person common singular	to be foul, especially in a ceremial or moral sense (contaminated)	H2930	
ואטמנהו	טָמַן	verb	conjunction prefix, qal sequential imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	to hide (by covering over)	H2934	
ואי	אַי	particle	conjunction prefix, interrogative particle	where? hence how?	H335	
ואיבה	אֵיבָה	noun	conjunction prefix, feminine singular absolute	hostility	H342	
ואיבי	אֹיֵב	verb	conjunction prefix, qal active participle masculine plural construct, pronominal suffix 1st person common singular	hating; an adversary	H341	אֹיֵב|verb|conjunction prefix, qal active participle masculine plural construct
ואיביו	אֹיֵב	verb	conjunction prefix, qal active participle masculine plural construct, pronominal suffix 3rd person masculine singular	hating; an adversary	H341	
ואיבינו	אֹיֵב	verb	conjunction prefix, qal active participle masculine plural construct, pronominal suffix 1st person common plural	hating; an adversary	H341	
ואיבתי	אָיַב	verb	conjunction prefix, qal sequential perfect 1st person common singular	to hate (as one of an opposite tribe or party); hence to be hostile	H340	
ואיד	אֵיד	noun	conjunction prefix, masculine singular absolute	oppression; by implication misfortune, ruin	H343	
ואידכם	אֵיד	noun	conjunction prefix, masculine singular construct, pronominal suffix 2nd person masculine plural	oppression; by implication misfortune, ruin	H343	
ואיה	אַיֵּה	particle	conjunction prefix, interrogative particle	where?	H346	אַיָּה|proper noun|conjunction prefix
ואיו	אַיֵּה	particle	conjunction prefix, interrogative particle, pronominal suffix 3rd person masculine singular	where?	H346	אַי|particle|conjunction prefix, interrogative particle, pronominal suffix 3rd person masculine singular
ואיוב	אִיּוֹב	proper noun	conjunction prefix	Ijob, the patriarch famous for his patience	H347	
ואיזבל	אִיזֶבֶל	proper noun	conjunction prefix	Izebel, the wife of king Ahab	H348	
ואיחלה	יָחַל	verb	conjunction prefix, piel cohortative 1st person common singular	to wait; by implication, to be patient, hope	H3176	
ואיטיבה	יָטַב	verb	conjunction prefix, hiphil cohortative 1st person common singular	to be (causative) make well, literally (sound, beautiful) or figuratively (happy, successful, right)	H3190	
ואיי	אִי	noun	conjunction prefix, masculine plural construct	properly, a habitable spot (as desirable); dry land, a coast, an island	H339	
ואיים	אִי	noun	conjunction prefix, masculine plural absolute	properly, a habitable spot (as desirable); dry land, a coast, an island	H339	
ואיך	אֵיךְ	particle	conjunction prefix, interrogative particle	how? or how!; also where	H349	
ואיככה	אֵיךְ	particle	conjunction prefix, interrogative particle	how? or how!; also where	H349	
ואיל	אַיִל	noun	conjunction prefix, masculine singular absolute	properly, strength	H352	
ואילו	אַיִל	noun	conjunction prefix, masculine singular construct, pronominal suffix 3rd person masculine singular	properly, strength	H352	לְ|particle|conjunction prefix, interjection, preposition, pronominal suffix 3rd person masculine singular
ואילון	אֵילוֹן	proper noun	conjunction prefix	Elon, the name of a place in Palestine, and also of one Hittite, two Israelites	H356	אַיָּלוֹן|proper noun|conjunction prefix;אֵילוֹן בֵּית חָנָן|proper noun|conjunction prefix
ואילי	אַיִל	noun	conjunction prefix, masculine plural construct	properly, strength	H352	
ואיליו	אַיִל	noun	conjunction prefix, masculine plural construct, pronominal suffix 3rd person masculine singular	properly, strength	H352	
ואילילה	יָלַל	verb	conjunction prefix, hiphil cohortative 1st person common singular	to howl (with a wailing tone) or yell (with a boisterous one)	H3213	
ואילים	אַיִל	noun	conjunction prefix, masculine plural absolute	properly, strength	H352	
ואילם	אַיִל	noun	conjunction prefix, masculine plural absolute	properly, strength	H352	
ואילמו	אֵילָם	noun	conjunction prefix, masculine singular construct, pronominal suffix 3rd person masculine singular	a pillar-space (or colonnade), i.e. a pale (or portico)	H361	
ואילמיו	אֵילָם	noun	conjunction prefix, masculine plural construct, pronominal suffix 3rd person masculine singular	a pillar-space (or colonnade), i.e. a pale (or portico)	H361	
ואימות	אֵימָה	noun	conjunction prefix, feminine plural construct	fright; concrete, an idol (as a bugbear)	H367	
ואימנה	יָמַן	verb	conjunction prefix, hiphil cohortative 1st person common singular	to be right-handed or take the right-hand side	H3231	
ואימתני	אֵמְתָּנִי	adjective	conjunction prefix, adjective feminine singular absolute	well-loined (i.e. burly) or mighty	H574	
ואין	אַיִן	particle	conjunction prefix, negative particle	a non-entity; generally used as a negative particle	H369	אִין|particle|conjunction prefix, negative particle
ואינך	אַיִן	particle	conjunction prefix, negative particle, pronominal suffix 2nd person feminine singular	a non-entity; generally used as a negative particle	H369	אַיִן|particle|conjunction prefix, negative particle, pronominal suffix 2nd person masculine singular
ואינם	אַיִן	particle	conjunction prefix, negative particle, pronominal suffix 3rd person masculine plural	a non-entity; generally used as a negative particle	H369	
ואינמו	אַיִן	particle	conjunction prefix, negative particle, pronominal suffix 3rd person masculine plural	a non-entity; generally used as a negative particle	H369	
ואיננו	אַיִן	particle	conjunction prefix, negative particle, pronominal suffix 3rd person masculine singular	a non-entity; generally used as a negative particle	H369	
ואינני	אַיִן	particle	conjunction prefix, negative particle, pronominal suffix 1st person common singular	a non-entity; generally used as a negative particle	H369	
ואיפה	אֵיפָה	noun	conjunction prefix, feminine singular absolute	an ephah or measure for grain; hence, a measure in general	H374	אֵיפֹה|particle|conjunction prefix, interrogative particle
ואיפת	אֵיפָה	noun	conjunction prefix, feminine singular construct	an ephah or measure for grain; hence, a measure in general	H374	
ואיקץ	יָקַץ	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to awake (intransitive)	H3364	
ואירא	יָרֵא	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to fear; morally, to revere; caus. to frighten	H3372	
ואיש	אִישׁ	noun	conjunction prefix, masculine singular absolute	a man as an individual or a male person	H376	אִישׁ|noun|conjunction prefix, masculine singular construct
ואישה	אִישׁ	noun	conjunction prefix, masculine singular construct, pronominal suffix 3rd person feminine singular	a man as an individual or a male person	H376	
ואישי	יִשַׁי	proper noun	conjunction prefix	Jishai, David's father	H3448	
ואישן	יָשֵׁן	verb	conjunction prefix, qal imperfect 1st person common singular	properly, to be slack or languid, i.e. (by implication) sleep (figuratively, to die)	H3462	
ואישנה	יָשֵׁן	verb	conjunction prefix, qal sequential imperfect 1st person common singular, paragogic he	properly, to be slack or languid, i.e. (by implication) sleep (figuratively, to die)	H3462	
ואיתמר	אִיתָמָר	proper noun	conjunction prefix	Ithamar, a son of Aaron	H385	
ואיתן	אֵיתָן	proper noun	conjunction prefix	Ethan, the name of four Israelites	H387	
ואך	אַךְ	adverb	conjunction prefix, adverb	a particle of affirmation, surely; hence (by limitation) only	H389	נָכָה|verb|conjunction prefix, hiphil sequential imperfect 1st person common singular
ואכבד	כָּבַד	verb	conjunction prefix, niphal imperfect 1st person common singular	to be heavy, i.e. in a bad sense (burdensome, severe, dull) or in a good sense (numerous, rich	H3513	
ואכבדה	כָּבַד	verb	conjunction prefix, niphal cohortative 1st person common singular	to be heavy, i.e. in a bad sense (burdensome, severe, dull) or in a good sense (numerous, rich	H3513	כָּבַד|verb|conjunction prefix, piel imperfect 1st person common singular
ואכבדהו	כָּבַד	verb	conjunction prefix, piel imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	to be heavy, i.e. in a bad sense (burdensome, severe, dull) or in a good sense (numerous, rich	H3513	
ואכד	אַכַּד	proper noun	conjunction prefix	Accad, a place in Babylon	H390	
ואכה	נָכָה	verb	conjunction prefix, hiphil cohortative 1st person common singular	to strike (lightly or severely, literally or figuratively)	H5221	נָכָה|verb|conjunction prefix, hiphil sequential imperfect 1st person common singular
ואכהו	נָכָה	verb	conjunction prefix, hiphil imperfect 1st person common singular, pronominal suffix 3rd person masculine singular	to strike (lightly or severely, literally or figuratively)	H5221	
ואכול	אָכַל	verb	conjunction prefix, qal infinitive absolute	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal imperative 2nd person masculine singular
ואכזיב	אַכְזִיב	proper noun	conjunction prefix	Akzib, the name of two places in Palestine	H392	
ואכחד	כָּחַד	verb	conjunction prefix, hiphil sequential imperfect 1st person common singular	to secrete, by act or word; hence (intensively) to destroy	H3582	
ואכירה	נָכַר	verb	conjunction prefix, hiphil sequential imperfect 1st person common singular, paragogic he	properly, to scrutinize, i.e. look intently at	H5234	
ואכל	אָכַל	verb	conjunction prefix, qal sequential perfect 3rd person masculine singular	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal imperative 2nd person masculine singular;אָכַל|verb|conjunction prefix, qal sequential imperfect 1st person common singular;אָכַל|verb|conjunction prefix, qal infinitive absolute
ואכלה	אָכַל	verb	conjunction prefix, qal sequential perfect 3rd person feminine singular	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal cohortative 1st person common singular;כָּלָה|verb|conjunction prefix, piel cohortative 1st person common singular;כָּלָה|verb|conjunction prefix, piel imperfect 1st person common singular
ואכלהו	אָכַל	verb	conjunction prefix, qal sequential perfect 3rd person common plural, pronominal suffix 3rd person masculine singular	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal perfect 3rd person common plural, pronominal suffix 3rd person masculine singular
ואכלו	אָכַל	verb	conjunction prefix, qal sequential perfect 3rd person common plural	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal imperative 2nd person masculine plural;אָכַל|verb|conjunction prefix, qal perfect 3rd person common plural;אָכַל|verb|conjunction prefix, qal sequential perfect 1st person common plural
ואכלוה	אָכַל	verb	conjunction prefix, qal imperative 2nd person masculine plural, pronominal suffix 3rd person feminine singular	to eat (literally or figuratively)	H398	
ואכלום	אָכַל	verb	conjunction prefix, qal sequential perfect 3rd person common plural, pronominal suffix 3rd person masculine plural	to eat (literally or figuratively)	H398	
ואכלי	אָכַל	verb	conjunction prefix, qal active participle masculine plural construct	to eat (literally or figuratively)	H398	
ואכליו	אָכַל	verb	conjunction prefix, qal active participle masculine plural construct, pronominal suffix 3rd person masculine singular	to eat (literally or figuratively)	H398	
ואכלים	אָכַל	verb	conjunction prefix, qal active participle masculine plural absolute	to eat (literally or figuratively)	H398	
ואכלכלם	כּוּל	verb	conjunction prefix, pilpel sequential imperfect 1st person common singular, pronominal suffix 3rd person masculine plural	properly, to keep in; hence, to measure; figuratively, to maintain (in various senses)	H3557	
ואכלם	כָּלָה	verb	conjunction prefix, piel cohortative 1st person common singular, pronominal suffix 3rd person masculine plural	to end, whether intransitive (to cease, be finished, perish) or transitived (to complete, prepare, consume)	H3615	אָכַל|verb|conjunction prefix, piel sequential imperfect 1st person common singular, pronominal suffix 3rd person masculine plural;אָכַל|verb|conjunction prefix, qal imperfect 1st person common singular, pronominal suffix 3rd person masculine plural;אָכַל|verb|conjunction prefix, qal sequential imperfect 1st person common singular, pronominal suffix 3rd person masculine plural
ואכלנהו	אָכַל	verb	conjunction prefix, qal perfect 1st person common plural, pronominal suffix 3rd person masculine singular	to eat (literally or figuratively)	H398	
ואכלת	אָכַל	verb	conjunction prefix, qal sequential perfect 2nd person masculine singular	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal perfect 2nd person masculine singular;אָכַל|verb|conjunction prefix, qal sequential perfect 2nd person feminine singular
ואכלתי	אָכַל	verb	conjunction prefix, qal sequential perfect 1st person common singular	to eat (literally or figuratively)	H398	
ואכלתם	אָכַל	verb	conjunction prefix, qal sequential perfect 2nd person masculine plural	to eat (literally or figuratively)	H398	אָכַל|verb|conjunction prefix, qal sequential perfect 3rd person feminine singular, pronominal suffix 3rd person masculine plural
ואכסה	כָּסָה	verb	conjunction prefix, piel sequential imperfect 1st person common singular	properly, to plump, i.e. fill up hollows; by implication, to cover (for clothing or secrecy)	H3680	
ואכסך	כָּסָה	verb	conjunction prefix, piel sequential imperfect 1st person common singular, pronominal suffix 2nd person feminine singular	properly, to plump, i.e. fill up hollows; by implication, to cover (for clothing or secrecy)	H3680	
ואכפי	אֶכֶף	noun	conjunction prefix, masculine singular construct, pronominal suffix 1st person common singular	a load; by implication, a stroke (others dignity)	H405	
ואכרה	כָּרָה	verb	conjunction prefix, qal sequential imperfect 1st person common singular, pronominal suffix 3rd person feminine singular	to purchase	H3739	
ואכרית	כָּרַת	verb	conjunction prefix, hiphil sequential imperfect 1st person common singular	to cut (off, down or asunder); by implication, to destroy or consume	H3772	
ואכרעה	כָּרַע	verb	conjunction prefix, qal sequential imperfect 1st person common singular, paragogic he	to bend the knee; by implication, to sink, to prostrate	H3766	
ואכרת	כָּרַת	verb	conjunction prefix, qal imperfect 1st person common singular	to cut (off, down or asunder); by implication, to destroy or consume	H3772	
ואכרתה	כָּרַת	verb	conjunction prefix, hiphil sequential imperfect 1st person common singular, directional he	to cut (off, down or asunder); by implication, to destroy or consume	H3772	כָּרַת|verb|conjunction prefix, qal cohortative 1st person common singular
ואכשף	אַכְשָׁף	proper noun	conjunction prefix	Acshaph, a place in Palestine	H407	
ואכת	כָּתַת	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to bruise or violently strike	H3807	
ואכתב	כָּתַב	verb	conjunction prefix, qal imperfect 1st person common singular	to grave, by implication, to write (describe, inscribe, prescribe, subscribe)	H3789	כָּתַב|verb|conjunction prefix, qal sequential imperfect 1st person common singular
ואל	אֵל	preposition	conjunction prefix, preposition	near, with or among; often in general, to	H413	אַל|particle|conjunction prefix, negative particle;אֵל|noun|conjunction prefix, masculine singular absolute;אֵל|proper noun|conjunction prefix
ואלבישך	לָבַשׁ	verb	conjunction prefix, hiphil sequential imperfect 1st person common singular, pronominal suffix 2nd person feminine singular	properly, wrap around, i.e. (by implication) to put on agarment or clothe (oneself, or another)	H3847	
ואלגומים	אַלְגּוּמִּים	noun	conjunction prefix, masculine plural absolute	sticks of algum wood	H418	
ואלד	יָלַד	verb	conjunction prefix, qal sequential imperfect 1st person common singular	to bear young; causatively, to beget; medically, to act as midwife; specifically, to show lineage	H3205	
ואלדעה	אֶלְדָּעָה	proper noun	conjunction prefix	Eldaah, a son of Midian	H420	
ואלה	אֵלֶּה	pronoun	conjunction prefix, demonstrative pronoun	these or those	H428	אֵלָה|noun|conjunction prefix, feminine singular absolute;אֵלָה|proper noun|conjunction prefix
